,Seq,Dur,RunTime,Mean,Sum,Min,Max,Proto,sTos,sDSb,sTtl,sHops,Cause,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Offset,sMeanPktSz,dMeanPktSz,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,Rate,SrcRate,DstRate,State,TcpRtt,SynAck,AckDat,Label,Attack Type,Attack Tool
1979,2922,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,54,54,0,494620,54.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNFlood,Hping3
1980,318,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,34704,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
1981,788,0.037721,0.037721,0.037721,0.037721,0.037721,0.037721,tcp,0.0,cs0,63.0,1.0,Start,7,4,3,665,459,206,260660,114.75,68.666664,102436.3047,73168.78906,29267.51563,0,0,0,0.0,159.062592,79.531296,53.020863,CON,0.016083,0.00144,0.014643,Malicious,SlowrateDoS,Slowloris
1982,668,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,cs0,49.0,15.0,Start,1,1,0,42,42,0,57940,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,INT,0.0,0.0,0.0,Malicious,UDPScan,Nmap
1983,1605,3.338911,3.338911,3.338911,3.338911,3.338911,3.338911,tcp,0.0,cs0,63.0,1.0,Start,23,12,11,13327,1364,11963,311776,113.666664,1087.54541,29056.17969,2997.384521,26058.79492,2,0,2,8.0,6.588974,3.294487,2.994988,CON,0.026874,0.002122,0.024752,Malicious,HTTPFlood,Goldeneye
1984,577,2.338463,2.338463,2.338463,2.338463,2.338463,2.338463,tcp,0.0,cs0,63.0,1.0,Start,9,5,4,807,535,272,155920,107.0,68.0,2162.10376,1464.209595,697.894287,0,0,0,0.0,3.42105,1.710525,1.282894,CON,0.014114,0.00171,0.012404,Malicious,SlowrateDoS,Slowloris
1985,1052,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,105600,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
1986,285,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,45.0,19.0,Start,1,1,0,58,58,0,29580,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
1987,4154,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,414060,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
1988,4197,0.057977,0.057977,0.057977,0.057977,0.057977,0.057977,udp,0.0,cs0,64.0,0.0,Start,9,5,4,5607,3689,1918,424372,737.799988,479.5,605895.4375,407333.9688,198561.5,0,0,0,0.0,137.985764,68.992882,51.744659,CON,0.0,0.0,0.0,Benign,Benign,Benign
1989,2755,4.544118,4.544118,4.544118,4.544118,4.544118,4.544118,udp,0.0,cs0,63.0,1.0,Start,3,3,0,126,126,0,464480,42.0,0.0,147.883484,147.883484,0.0,0,0,0,0.0,0.440129,0.440129,0.0,INT,0.0,0.0,0.0,Malicious,UDPFlood,Hping3
1990,6,4.998789,4.998789,4.998789,4.998789,4.998789,4.998789,udp,0.0,cs0,117.0,11.0,Status,159,142,17,191990,186988,5002,204952,1316.816895,294.235291,304681.8125,297147.1875,7534.625,0,0,0,0.0,31.607656,28.206833,3.200775,CON,0.0,0.0,0.0,Benign,Benign,Benign
1991,401,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,42680,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
1992,2621,2.272493,2.272493,2.272493,2.272493,2.272493,2.272493,udp,0.0,cs0,63.0,1.0,Start,2,2,0,84,84,0,452496,42.0,0.0,147.855255,147.855255,0.0,0,0,0,0.0,0.440045,0.440045,0.0,INT,0.0,0.0,0.0,Malicious,UDPFlood,Hping3
1993,2996,4.550225,4.550225,4.550225,4.550225,4.550225,4.550225,udp,0.0,cs0,63.0,1.0,Start,2,2,0,84,84,0,485568,42.0,0.0,73.842506,73.842506,0.0,0,0,0,0.0,0.219769,0.219769,0.0,INT,0.0,0.0,0.0,Malicious,UDPFlood,Hping3
1994,4224,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,430796,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
1995,674,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,57.0,7.0,Start,1,1,0,58,58,0,67044,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
1996,1421,3.30692,3.30692,3.30692,3.30692,3.30692,3.30692,tcp,0.0,cs0,63.0,1.0,Start,19,8,11,12901,938,11963,272972,117.25,1087.54541,28297.02539,1986.138184,26310.88672,0,0,0,0.0,5.443131,2.116773,3.023962,CON,0.017898,0.001352,0.016546,Malicious,HTTPFlood,Goldeneye
1997,2172,0.016996,0.016996,0.016996,0.016996,0.016996,0.016996,tcp,0.0,cs0,63.0,1.0,Start,3,2,1,166,108,58,364024,54.0,58.0,25417.74609,25417.74609,0.0,0,0,0,0.0,117.674744,58.837372,0.0,RST,0.002319,0.002319,0.0,Malicious,SYNFlood,Hping3
1998,2977,4.551948,4.551948,4.551948,4.551948,4.551948,4.551948,udp,0.0,cs0,63.0,1.0,Start,3,3,0,126,126,0,483912,42.0,0.0,147.629105,147.629105,0.0,0,0,0,0.0,0.439372,0.439372,0.0,INT,0.0,0.0,0.0,Malicious,UDPFlood,Hping3
1999,159,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,cs0,37.0,27.0,Start,1,1,0,42,42,0,15944,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,INT,0.0,0.0,0.0,Malicious,UDPScan,Nmap
2000,891,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,89932,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2001,693,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,43.0,21.0,Start,1,1,0,58,58,0,68868,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2002,1017,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,cs0,56.0,8.0,Start,1,1,0,42,42,0,86588,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,INT,0.0,0.0,0.0,Malicious,UDPScan,Nmap
2003,1096,4.996813,4.996813,4.996813,4.996813,4.996813,4.996813,tcp,0.0,cs0,63.0,1.0,Start,21,9,12,13016,987,12029,204276,109.666664,1002.416687,19060.15039,1405.696045,17654.45313,0,0,0,0.0,4.002552,1.601021,2.201403,FIN,0.034752,0.002193,0.032559,Malicious,HTTPFlood,Goldeneye
2004,5,4.997523,4.997523,4.997523,4.997523,4.997523,4.997523,udp,0.0,cs0,117.0,11.0,Status,195,178,17,242554,238203,4351,878280,1338.219116,255.941177,385728.6875,379171.8438,6556.848633,0,0,0,0.0,38.819233,35.417545,3.201586,CON,0.0,0.0,0.0,Benign,Benign,Benign
2005,3062,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,54,54,0,520752,54.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNFlood,Hping3
2006,2340,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,cs0,63.0,1.0,Start,1,1,0,42,42,0,427600,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,INT,0.0,0.0,0.0,Malicious,UDPFlood,Hping3
2007,503,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,cs0,43.0,21.0,Start,1,1,0,42,42,0,44476,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,INT,0.0,0.0,0.0,Malicious,UDPScan,Nmap
2008,708,0.084,0.084,0.084,0.084,0.084,0.084,tcp,0.0,cs0,63.0,1.0,Start,9,5,4,809,537,272,184144,107.400002,68.0,60380.95313,40952.38281,19428.57227,0,0,0,0.0,95.238098,47.619049,35.714287,CON,0.013993,0.001394,0.012599,Malicious,SlowrateDoS,Slowloris
2009,2335,4.546265,4.546265,4.546265,4.546265,4.546265,4.546265,udp,0.0,cs0,63.0,1.0,Start,3,3,0,126,126,0,427160,42.0,0.0,147.813644,147.813644,0.0,0,0,0,0.0,0.439922,0.439922,0.0,INT,0.0,0.0,0.0,Malicious,UDPFlood,Hping3
2010,313,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,34224,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2011,277,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,30352,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2012,550,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,57096,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2013,2698,2.282211,2.282211,2.282211,2.282211,2.282211,2.282211,udp,0.0,cs0,63.0,1.0,Start,2,2,0,84,84,0,459464,42.0,0.0,147.225647,147.225647,0.0,0,0,0,0.0,0.438172,0.438172,0.0,INT,0.0,0.0,0.0,Malicious,UDPFlood,Hping3
2014,20,0.636942,0.636942,0.636942,0.636942,0.636942,0.636942,tcp,0.0,cs0,64.0,0.0,Status,12,6,6,2273,999,1274,206592,166.5,212.333328,23801.22461,10462.49023,13338.7334,1,0,1,7.692308,17.270018,7.850008,7.850008,CON,0.0,0.0,0.0,Benign,Benign,Benign
2015,4161,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,415796,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
2016,149,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,18064,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2017,927,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,50.0,14.0,Start,1,1,0,58,58,0,91432,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2018,288,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Status,1,1,0,66,66,0,90236,66.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,FIN,0.0,0.0,0.0,Malicious,SlowrateDoS,Slowloris
2019,2054,4.51715,4.51715,4.51715,4.51715,4.51715,4.51715,udp,0.0,cs0,63.0,1.0,Start,3,3,0,126,126,0,402440,42.0,0.0,148.766373,148.766373,0.0,0,0,0,0.0,0.442757,0.442757,0.0,INT,0.0,0.0,0.0,Malicious,UDPFlood,Hping3
2020,21,0.132887,0.132887,0.132887,0.132887,0.132887,0.132887,udp,0.0,cs0,64.0,0.0,Status,8,5,3,4853,3185,1668,220316,637.0,556.0,220337.5781,153393.4844,66944.09375,0,0,0,0.0,52.676331,30.100761,15.050381,CON,0.0,0.0,0.0,Benign,Benign,Benign
2021,960,0.061013,0.061013,0.061013,0.061013,0.061013,0.061013,tcp,0.0,cs0,63.0,1.0,Start,20,9,11,12999,1036,11963,175456,115.111115,1087.54541,1546817.875,120761.1563,1426056.75,0,0,0,0.0,311.409058,131.119598,163.899506,CON,0.024945,0.001913,0.023032,Malicious,HTTPFlood,Goldeneye
2022,898,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,36.0,28.0,Start,1,1,0,58,58,0,88648,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2023,2833,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,54,54,0,479056,54.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNFlood,Hping3
2024,707,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,cs0,48.0,16.0,Start,1,1,0,42,42,0,61060,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,INT,0.0,0.0,0.0,Malicious,UDPScan,Nmap
2025,1437,3.30401,3.30401,3.30401,3.30401,3.30401,3.30401,tcp,0.0,cs0,63.0,1.0,Start,9,4,5,4742,927,3815,276364,231.75,763.0,9075.033203,1685.224976,7389.808105,0,0,0,0.0,2.4213,0.907988,1.21065,CON,0.020909,0.002018,0.018891,Malicious,HTTPFlood,Goldeneye
2026,4190,1.075453,1.075453,1.075453,1.075453,1.075453,1.075453,udp,0.0,cs0,64.0,0.0,Status,19,9,10,6633,4652,1981,431596,516.888916,198.100006,44029.81641,30766.56836,13263.24805,0,0,0,0.0,16.737133,7.438725,8.368567,CON,0.0,0.0,0.0,Benign,Benign,Benign
2027,923,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,40.0,24.0,Start,1,1,0,58,58,0,91048,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2028,2391,4.544305,4.544305,4.544305,4.544305,4.544305,4.544305,udp,0.0,cs0,63.0,1.0,Start,3,3,0,126,126,0,432088,42.0,0.0,147.877396,147.877396,0.0,0,0,0,0.0,0.440111,0.440111,0.0,INT,0.0,0.0,0.0,Malicious,UDPFlood,Hping3
2029,224,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,25264,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2030,238,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,26608,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2031,1314,4.941998,4.941998,4.941998,4.941998,4.941998,4.941998,tcp,0.0,cs0,63.0,1.0,Start,18,6,12,12812,783,12029,250288,130.5,1002.416687,18907.33203,1057.062378,17850.26953,0,0,0,0.0,3.439904,1.011737,2.22582,FIN,0.015812,0.001446,0.014366,Malicious,HTTPFlood,Goldeneye
2032,16,0.056229,0.056229,0.056229,0.056229,0.056229,0.056229,udp,0.0,cs0,64.0,0.0,Status,6,3,3,730,530,200,202004,176.666672,66.666664,69430.36719,50365.46875,19064.89648,0,0,0,0.0,88.922089,35.568836,35.568836,CON,0.0,0.0,0.0,Benign,Benign,Benign
2033,2354,0.017145,0.017145,0.017145,0.017145,0.017145,0.017145,tcp,0.0,cs0,63.0,1.0,Start,3,2,1,166,108,58,401024,54.0,58.0,25196.84961,25196.84961,0.0,0,0,0,0.0,116.652084,58.326042,0.0,RST,0.001789,0.001789,0.0,Malicious,SYNFlood,Hping3
2034,416,0.0,0.0,0.0,0.0,0.0,0.0,udp,0.0,cs0,47.0,17.0,Start,1,1,0,42,42,0,37408,42.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,INT,0.0,0.0,0.0,Malicious,UDPScan,Nmap
2035,778,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,78984,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2036,646,1.144343,1.144343,1.144343,1.144343,1.144343,1.144343,tcp,0.0,cs0,63.0,1.0,Start,9,5,4,809,537,272,171032,107.400002,68.0,4432.237305,3006.091553,1426.145752,0,0,0,0.0,6.990911,3.495456,2.621592,CON,0.014026,0.001731,0.012295,Malicious,SlowrateDoS,Slowloris
2037,869,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,55.0,9.0,Start,1,1,0,58,58,0,85856,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2038,508,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,41.0,23.0,Start,1,1,0,58,58,0,50996,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2039,279,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Status,1,1,0,66,66,0,76616,66.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,FIN,0.0,0.0,0.0,Malicious,SlowrateDoS,Slowloris
2040,3127,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,54,54,0,530816,54.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNFlood,Hping3
2041,472,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,49496,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2042,2747,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,54,54,0,466352,54.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNFlood,Hping3
2043,853,0.032419,0.032419,0.032419,0.032419,0.032419,0.032419,tcp,0.0,cs0,63.0,1.0,Start,7,4,3,667,461,206,274216,115.25,68.666664,119436.1328,85382.03125,34054.10547,0,0,0,0.0,185.07666,92.53833,61.692219,CON,0.013993,0.001923,0.01207,Malicious,SlowrateDoS,Slowloris
2044,1028,0.081928,0.081928,0.081928,0.081928,0.081928,0.081928,tcp,0.0,cs0,63.0,1.0,Start,20,9,11,13073,1110,11963,189764,123.333336,1087.54541,1158383.0,96377.30469,1062005.625,0,0,0,0.0,231.91095,97.646713,122.058395,CON,0.04709,0.00274,0.04435,Malicious,HTTPFlood,Goldeneye
2045,756,4.849965,4.849965,4.849965,4.849965,4.849965,4.849965,tcp,0.0,cs0,63.0,1.0,Status,7,3,4,967,221,746,290388,73.666664,186.5,1167.843506,244.125473,923.718018,0,0,0,0.0,1.237122,0.412374,0.618561,RST,0.014016,0.001955,0.012061,Malicious,SlowrateDoS,Slowloris
2046,611,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Status,1,0,1,66,0,66,234184,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RST,0.01402,0.001783,0.012237,Malicious,SlowrateDoS,Slowloris
2047,20,0.137037,0.137037,0.137037,0.137037,0.137037,0.137037,tcp,0.0,cs0,64.0,0.0,Status,8,4,4,1932,855,1077,423844,213.75,269.25,84648.67188,37478.92969,47169.74609,0,0,0,0.0,51.081097,21.891899,21.891899,CON,0.0,0.0,0.0,Benign,Benign,Benign
2048,2481,0.016903,0.016903,0.016903,0.016903,0.016903,0.016903,tcp,0.0,cs0,63.0,1.0,Start,3,2,1,166,108,58,426528,54.0,58.0,25557.59375,25557.59375,0.0,0,0,0,0.0,118.322189,59.161095,0.0,RST,0.002315,0.002315,0.0,Malicious,SYNFlood,Hping3
2049,657,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,67368,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2050,786,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,44.0,20.0,Start,1,1,0,58,58,0,77888,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2051,267,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,49.0,15.0,Start,1,1,0,58,58,0,27852,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2052,688,4.991015,4.991015,4.991015,4.991015,4.991015,4.991015,tcp,0.0,cs0,63.0,1.0,Status,4,1,3,757,77,680,215980,77.0,226.666672,727.707703,0.0,727.707703,0,0,0,0.0,0.60108,0.0,0.40072,FIN,0.014106,0.001512,0.012594,Malicious,SlowrateDoS,Slowloris
2053,1859,0.016929,0.016929,0.016929,0.016929,0.016929,0.016929,tcp,0.0,cs0,63.0,1.0,Start,3,2,1,166,108,58,299984,54.0,58.0,25518.33984,25518.33984,0.0,0,0,0,0.0,118.140465,59.070232,0.0,RST,0.00201,0.00201,0.0,Malicious,SYNFlood,Hping3
2054,891,1.97211,1.97211,1.97211,1.97211,1.97211,1.97211,tcp,0.0,cs0,63.0,1.0,Status,5,2,3,824,144,680,325936,72.0,226.666672,2133.755127,292.072968,1841.682251,0,0,0,0.0,2.028284,0.507071,1.014142,RST,0.015107,0.001397,0.01371,Malicious,SlowrateDoS,Slowloris
2055,655,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Status,1,0,1,66,0,66,242888,0.0,66.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,RST,0.014142,0.001588,0.012554,Malicious,SlowrateDoS,Slowloris
2056,422,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,43.0,21.0,Start,1,1,0,58,58,0,42740,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2057,1429,3.375921,3.375921,3.375921,3.375921,3.375921,3.375921,tcp,0.0,cs0,63.0,1.0,Start,23,12,11,13241,1278,11963,274668,106.5,1087.54541,28550.43164,2777.316162,25773.11523,1,0,1,4.166667,6.51674,3.25837,2.962155,CON,0.023814,0.001774,0.02204,Malicious,HTTPFlood,Goldeneye
2058,626,1.488562,1.488562,1.488562,1.488562,1.488562,1.488562,tcp,0.0,cs0,63.0,1.0,Start,9,5,4,809,537,272,166392,107.400002,68.0,3407.315186,2310.955078,1096.360107,0,0,0,0.0,5.374314,2.687157,2.015368,CON,0.013985,0.001258,0.012727,Malicious,SlowrateDoS,Slowloris
2059,3027,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,54,54,0,514580,54.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNFlood,Hping3
2060,4220,0.0,0.0,0.0,0.0,0.0,0.0,icmp,0.0,cs0,58.0,6.0,Start,1,1,0,98,98,0,429696,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,ECO,0.0,0.0,0.0,Benign,Benign,Benign
2061,355,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,54.0,10.0,Start,1,1,0,58,58,0,36300,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2062,691,0.388778,0.388778,0.388778,0.388778,0.388778,0.388778,tcp,0.0,cs0,63.0,1.0,Start,9,5,4,810,538,272,180540,107.599998,68.0,13066.58301,8868.814453,4197.768555,0,0,0,0.0,20.577295,10.288648,7.716486,CON,0.022025,0.001658,0.020367,Malicious,SlowrateDoS,Slowloris
2063,4155,0.173762,0.173762,0.173762,0.173762,0.173762,0.173762,udp,0.0,cs0,64.0,0.0,Start,19,10,9,7314,4296,3018,414164,429.600006,335.333344,301561.9063,178036.625,123525.2891,0,0,0,0.0,103.589973,51.794987,46.039986,CON,0.0,0.0,0.0,Benign,Benign,Benign
2064,2903,4.531193,4.531193,4.531193,4.531193,4.531193,4.531193,udp,0.0,cs0,63.0,1.0,Start,3,3,0,126,126,0,477432,42.0,0.0,148.305328,148.305328,0.0,0,0,0,0.0,0.441385,0.441385,0.0,INT,0.0,0.0,0.0,Malicious,UDPFlood,Hping3
2065,1850,3.359908,3.359908,3.359908,3.359908,3.359908,3.359908,tcp,0.0,cs0,63.0,1.0,Start,9,4,5,4483,668,3815,363620,167.0,763.0,8459.754883,1192.889771,7266.865234,0,0,0,0.0,2.381017,0.892882,1.190509,CON,0.021931,0.001857,0.020074,Malicious,HTTPFlood,Goldeneye
2066,1423,3.320083,3.320083,3.320083,3.320083,3.320083,3.320083,tcp,0.0,cs0,63.0,1.0,Start,9,4,5,4399,584,3815,273396,146.0,763.0,8409.428711,1055.395386,7354.033203,0,0,0,0.0,2.409578,0.903592,1.204789,CON,0.018982,0.002448,0.016534,Malicious,HTTPFlood,Goldeneye
2067,273,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Status,1,1,0,66,66,0,67580,66.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,FIN,0.0,0.0,0.0,Malicious,SlowrateDoS,Slowloris
2068,841,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,63.0,1.0,Start,1,1,0,74,74,0,85040,74.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,TCPConnectScan,Nmap
2069,48,0.0,0.0,0.0,0.0,0.0,0.0,tcp,0.0,cs0,43.0,21.0,Start,1,1,0,58,58,0,6604,58.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,REQ,0.0,0.0,0.0,Malicious,SYNScan,Nmap
2070,1134,4.962857,4.962857,4.962857,4.962857,4.962857,4.962857,tcp,0.0,cs0,63.0,1.0,Start,10,4,6,4481,600,3881,212332,150.0,646.833313,5940.126953,725.388672,5214.738281,0,0,0,0.0,1.813472,0.604491,1.007484,FIN,0.016685,0.00149,0.015195,Malicious,HTTPFlood,Goldeneye
